epoch;acc;loss;val_acc;val_loss
57;0.929940000095;0.381994194241;0.846;0.656241935921

58;0.927879999981;0.382290259056;0.82;0.74177553215

59;0.948159999943;0.331242336912;0.8974;0.497133530855

60;0.956919999981;0.304600186863;0.9015;0.485846284437

61;0.959179999962;0.29750252285;0.9014;0.494402735281

62;0.961299999981;0.28976931118;0.9001;0.487726943159

63;0.962339999981;0.285523958015;0.8972;0.515431793213

64;0.963220000019;0.282338220158;0.904;0.482390928364

65;0.963420000057;0.276828463478;0.901;0.480602789211

66;0.963899999981;0.273697320786;0.9086;0.458655827713

67;0.965199999981;0.271550910454;0.9047;0.482543540478

68;0.966219999981;0.265847994881;0.9025;0.482280854225

69;0.967919999981;0.261708103418;0.8992;0.490371369505

70;0.968120000057;0.259372959547;0.8943;0.509525236082

71;0.968839999962;0.256189707336;0.9037;0.483479158497

72;0.968859999981;0.254599398451;0.9051;0.485705381203

73;0.969059999943;0.252807830029;0.8988;0.504285328627

74;0.970599999962;0.248154128704;0.9102;0.46344156065

75;0.970099999962;0.24708056448;0.9003;0.507968936539

76;0.970619999943;0.246006986179;0.8988;0.493356796265

77;0.971260000038;0.243884754038;0.9065;0.475008803129

78;0.970800000038;0.243070776114;0.8969;0.513199048233

79;0.972020000038;0.238537806897;0.9038;0.485845027041

80;0.972340000038;0.234578021317;0.8941;0.520244471073

81;0.973159999981;0.234670194197;0.9028;0.498188037109

82;0.971999999981;0.235064775009;0.9095;0.447897457409

83;0.972999999943;0.232116678848;0.9015;0.4943006917

84;0.973759999962;0.230277736912;0.9039;0.480509925032

85;0.973580000057;0.22893655283;0.9048;0.481321883297

86;0.973279999943;0.227712605143;0.8922;0.529858853292

87;0.973040000019;0.228832777963;0.8985;0.496315962791

88;0.973979999943;0.225616996517;0.8994;0.495974865007

89;0.974119999943;0.22361157208;0.8963;0.504491403103

90;0.974740000038;0.223165189171;0.8998;0.499440016317

91;0.974979999962;0.220622897787;0.8959;0.511263551235

92;0.974879999962;0.218859730563;0.902;0.482773932791

93;0.975400000057;0.217381868768;0.8956;0.518049420643

94;0.97576;0.216795950608;0.9088;0.467332966137

95;0.975339999962;0.214450875678;0.9037;0.48314015274

96;0.976859999981;0.211616958127;0.8979;0.532182930279

97;0.976000000019;0.210674088721;0.8949;0.531067064857

98;0.97726;0.209416853175;0.9047;0.480546730709

0;0.284139999981;2.59293709465;0.2628;2.48561696167

1;0.44711999999;1.87746271843;0.2716;2.36250795059

2;0.556940000076;1.51695357391;0.4609;1.77795037022

3;0.645879999981;1.25087583942;0.5186;1.66042169571

4;0.704560000019;1.07753422348;0.6578;1.26589769297

5;0.740819999962;0.983022909279;0.6714;1.17215780869

6;0.762140000019;0.919844042778;0.7074;1.07145535603

7;0.776619999943;0.874464148941;0.7071;1.11727051315

8;0.791960000076;0.832657092896;0.7609;0.92924413166

9;0.800620000076;0.805533891201;0.7715;0.895029002571

10;0.810200000153;0.774581444759;0.7778;0.855638087273

11;0.81916;0.748969011097;0.7399;0.983537191963

12;0.823679999981;0.738678404026;0.8019;0.816212024879

13;0.830020000057;0.712850058956;0.771;0.893566810513

14;0.834080000076;0.699382069645;0.7484;0.942198510361

15;0.843440000153;0.678498224564;0.7631;0.924820084572

16;0.845680000076;0.66814576622;0.8038;0.832691425705

17;0.85016;0.652632677822;0.7288;1.19032073631

18;0.8571;0.633954492607;0.8113;0.808871373081

19;0.857080000038;0.626972522011;0.7802;0.887614025879

20;0.860500000038;0.613993948307;0.8049;0.795589374542

21;0.866420000114;0.601011687584;0.8083;0.795684934998

22;0.866799999962;0.597148273735;0.825;0.747773781681

23;0.870840000057;0.584761613369;0.8243;0.74059773159

24;0.873220000076;0.574632666016;0.796;0.836335936546

25;0.876139999962;0.570515984774;0.8099;0.791307262611

26;0.87802;0.560022775631;0.7888;0.829745030212

27;0.881099999962;0.548339158173;0.8062;0.787144386768

28;0.88232;0.543679176559;0.8018;0.803030750275

29;0.884300000038;0.537804834642;0.8192;0.780537710762

30;0.886499999981;0.527513632069;0.7965;0.805606579971

31;0.889800000019;0.518665287495;0.8437;0.678883656311

32;0.891280000038;0.514494066544;0.8243;0.780088863373

33;0.894020000076;0.506993640776;0.8188;0.760331479836

34;0.895019999962;0.501862212296;0.7898;0.904356641197

35;0.896760000057;0.495627704296;0.825;0.724421743727

36;0.896500000095;0.493630722542;0.8259;0.714689761543

37;0.900919999981;0.482840960827;0.7178;1.13999577789

38;0.900319999962;0.48375475605;0.803;0.844863368797

39;0.900860000057;0.480249451284;0.8018;0.800867878342

40;0.904259999924;0.472096416225;0.8202;0.741192217731

41;0.906620000114;0.462808281822;0.8343;0.700493171406

42;0.904180000076;0.46506579215;0.8132;0.767057901001

43;0.906360000038;0.459839076805;0.7898;0.930189156723

44;0.909120000038;0.452580381784;0.7786;0.932087574673

45;0.909660000019;0.44862025528;0.8526;0.652524588203

46;0.909240000057;0.449553467808;0.8474;0.637061840534

47;0.913759999943;0.437327760992;0.8206;0.750306152916

48;0.915760000057;0.430649532013;0.8307;0.74502657938

49;0.913300000038;0.435453271723;0.8262;0.721017126369

50;0.915140000095;0.431235412302;0.8633;0.599033010769

51;0.915620000019;0.427542896557;0.8158;0.78845061512

52;0.917760000038;0.422334699888;0.8194;0.756124192858

53;0.918640000134;0.418254582748;0.85;0.650658392954

54;0.92;0.413246607418;0.8556;0.636122472

55;0.920580000038;0.410314346924;0.841;0.680009508896

56;0.919240000076;0.4127443571;0.8496;0.651446666527

57;0.921339999962;0.405646907377;0.858;0.632113254452

58;0.923759999981;0.397607798138;0.8636;0.605712295818

59;0.942719999943;0.348716641674;0.8876;0.514801239777

60;0.950879999981;0.323292199383;0.8894;0.517347527409

61;0.953879999924;0.313672820253;0.8864;0.533146120501

62;0.953680000057;0.311339772501;0.8907;0.516054138947

63;0.957500000038;0.301455885782;0.894;0.505895144081

64;0.957599999981;0.297590925436;0.8874;0.531213123989

65;0.958479999981;0.294437424526;0.8878;0.515671949339

66;0.960420000019;0.289531783471;0.889;0.527629442167

67;0.961000000057;0.286871452236;0.8852;0.537615970612

68;0.962800000038;0.280148881454;0.8885;0.533073115778

69;0.961880000038;0.281719306269;0.8872;0.53332663765

70;0.962740000076;0.276501882792;0.8832;0.550633150721

71;0.963399999962;0.273544953728;0.8909;0.52472822628

72;0.963939999962;0.271506132059;0.8801;0.556848230171

73;0.963859999981;0.269139928789;0.8944;0.503890795994

74;0.964659999943;0.267384171391;0.8942;0.51374898653

75;0.965819999924;0.264980945511;0.8859;0.539153619385

76;0.964699999924;0.263271412921;0.8966;0.503530470991

77;0.965759999943;0.261612884068;0.8928;0.508669507217

78;0.968100000019;0.25761516077;0.8932;0.512480403996

79;0.967019999943;0.256665976048;0.8908;0.522598523855

80;0.967079999981;0.2538268118;0.8969;0.495490977097

81;0.967359999943;0.252795696063;0.8962;0.505829590988

82;0.968139999943;0.252164126568;0.9026;0.486409654045

83;0.9687;0.247396791706;0.8864;0.532475122643

84;0.968919999962;0.247381177578;0.8909;0.509373057842

85;0.968260000019;0.247059392385;0.8939;0.520901211071

86;0.96912;0.243828426733;0.8863;0.527036697626

87;0.970060000038;0.239233170004;0.8892;0.523821274161

88;0.969420000019;0.240423896747;0.8871;0.535887994003

89;0.97102;0.237540829468;0.889;0.525496119595

90;0.969999999962;0.239305936985;0.8826;0.551248005295

91;0.97084;0.234561953526;0.8917;0.513833713007

92;0.970939999943;0.233110076032;0.893;0.511591970158

93;0.970820000019;0.233918405404;0.8907;0.522807511139

94;0.971120000038;0.232391602035;0.8923;0.518833875179

95;0.971500000019;0.23021950593;0.8951;0.516548380375

96;0.970960000019;0.229097662153;0.8946;0.522838870049

97;0.972200000019;0.226801606164;0.8989;0.504843357754

98;0.972059999962;0.225660487337;0.8888;0.541274192572

99;0.973620000057;0.223457241154;0.8885;0.54402309103

100;0.972280000076;0.225184346199;0.894;0.509660896683

101;0.973459999943;0.221711891131;0.8918;0.508459405708

102;0.973740000076;0.219570448065;0.8836;0.537744437981

103;0.973260000038;0.218804078846;0.8892;0.529971228981

104;0.972819999981;0.219504916425;0.8799;0.57086009388

105;0.973979999962;0.218089816551;0.8928;0.515180905676

106;0.973619999924;0.216746714249;0.889;0.512530886269

107;0.975099999981;0.213716408534;0.8839;0.557088536072

108;0.974740000038;0.21396222136;0.8897;0.524173774099

109;0.974479999924;0.214099466114;0.8914;0.518078006077

110;0.975040000019;0.211552868643;0.8906;0.52645167017

111;0.975620000038;0.21075629128;0.8935;0.526149417925

112;0.9755;0.20988432189;0.8879;0.526563644409

113;0.976139999943;0.207777821956;0.8964;0.500555383492

114;0.976159999962;0.206872030144;0.8899;0.530740123844

115;0.975960000019;0.206058254824;0.8955;0.496251685214

116;0.976240000038;0.204777446194;0.8961;0.505374221897

117;0.974439999981;0.207775752311;0.8896;0.544695547581

118;0.977720000038;0.201527105179;0.8842;0.544320492935

119;0.977140000019;0.200364084954;0.8927;0.505418757057

120;0.980020000019;0.195539541559;0.8917;0.511085998344

121;0.980519999924;0.193880622888;0.8926;0.503378881073

122;0.98072;0.19313611928;0.8925;0.518706274748

123;0.980620000019;0.19195184926;0.895;0.503847667313

124;0.981379999943;0.191417920008;0.8954;0.497083778906

125;0.980800000019;0.190903984833;0.8932;0.51493364706

126;0.98108;0.191303310366;0.8949;0.503154778671

127;0.981699999981;0.189550316238;0.8942;0.507286031628

128;0.981600000019;0.189799394655;0.8911;0.514136721992

129;0.9816;0.189775745401;0.8987;0.496804609823

130;0.981319999962;0.188917794261;0.8942;0.508018951988

131;0.981280000019;0.189340981102;0.8982;0.499129380155

132;0.980759999962;0.190912650604;0.8978;0.485067995453

133;0.982039999924;0.187660469213;0.8955;0.513313694191

134;0.982219999943;0.188724657607;0.8943;0.510455126143

135;0.982940000019;0.186262937899;0.8928;0.514018279576

136;0.981719999924;0.18827357378;0.8986;0.501966521931

137;0.983100000019;0.185140647278;0.8921;0.511224826336

138;0.982560000038;0.18748253581;0.8914;0.512249860668

139;0.983099999943;0.184747291899;0.8968;0.504999133778

140;0.98216;0.186831418614;0.8953;0.507448878145

141;0.981940000019;0.187058337107;0.8916;0.516916963625

142;0.983040000019;0.184915371432;0.896;0.505298876929

143;0.98192;0.186491411829;0.8935;0.517567177439

144;0.982600000019;0.186493435335;0.8941;0.523779658985

145;0.980979999943;0.187035148559;0.8997;0.489933427429

146;0.982199999962;0.185857193484;0.8932;0.52173153286

147;0.982680000019;0.184780805554;0.8933;0.497412393427

148;0.983460000019;0.182385949464;0.8946;0.510639305258

149;0.98188;0.184525168276;0.8953;0.505903305411

150;0.983959999962;0.182318399458;0.8946;0.507438883972

151;0.982420000019;0.183341580935;0.897;0.497960516453

152;0.982619999943;0.183797176504;0.8979;0.504347907829

153;0.983760000038;0.182022152014;0.8921;0.521357181072

154;0.983400000019;0.182159091759;0.8908;0.516869569683

155;0.981799999943;0.184490616956;0.8946;0.509518249321

156;0.98402;0.181634967947;0.8925;0.510863331294

157;0.983059999962;0.182761650686;0.893;0.513342009211

158;0.98246;0.183901622558;0.8942;0.506078924942

159;0.98382;0.181711199188;0.8943;0.498107978725

160;0.98238;0.183149247932;0.8924;0.522148574591

161;0.98434;0.180510158176;0.8932;0.50222914784

162;0.983179999962;0.181787394438;0.8981;0.492666962624

163;0.983919999924;0.180766360021;0.8945;0.512238470554

164;0.984679999943;0.180469108276;0.8949;0.501544294071

165;0.983579999943;0.182144120035;0.8944;0.507834932709

166;0.982680000038;0.181089436169;0.8943;0.504560932732

167;0.984020000038;0.180269196777;0.8951;0.512553875399

168;0.983680000019;0.180101652789;0.8921;0.512739542627

169;0.984039999943;0.180505022378;0.8985;0.493108677149

170;0.983220000076;0.1812587076;0.8939;0.507088017178

171;0.98528;0.177943716912;0.8959;0.503266615486

172;0.984559999943;0.17873200192;0.8911;0.519342845821

173;0.98378;0.180760890141;0.8936;0.505920878077

174;0.98284;0.182780668812;0.8943;0.508108569002

175;0.98356;0.181214555111;0.8948;0.503915291262

176;0.98432;0.179791250086;0.8942;0.505693517113

177;0.984440000019;0.179038827691;0.8966;0.505106650925

178;0.983919999943;0.180535988445;0.8986;0.493160696507

179;0.98428;0.180674847631;0.8949;0.505277807522

180;0.984059999943;0.180781159239;0.8949;0.512420726395

181;0.984340000038;0.180463290071;0.895;0.506420290852

182;0.983760000019;0.180906027074;0.8953;0.509993851852

183;0.983540000019;0.180926642618;0.8955;0.505576220512

184;0.983860000038;0.179069161539;0.8964;0.501200990391

185;0.984499999943;0.178393529944;0.8916;0.508102113581

186;0.98344;0.181457383256;0.8964;0.508233096504

187;0.983940000019;0.180628097095;0.8967;0.500462996626

188;0.983920000019;0.180798924799;0.8942;0.50705912962

189;0.983800000019;0.180644310231;0.8967;0.50558448267

190;0.984579999943;0.178800876346;0.8956;0.50899156971

191;0.985120000038;0.178015027466;0.8969;0.508004490757

192;0.982999999924;0.180069676275;0.8938;0.506840232849

193;0.983679999924;0.179588125205;0.8982;0.494453262043

194;0.983939999962;0.179858911271;0.893;0.518244009066

195;0.984579999943;0.179875588741;0.8939;0.512894897079

196;0.984119999962;0.179484739738;0.8961;0.507314673615

197;0.984400000038;0.179534851184;0.8954;0.512608619332

198;0.984340000038;0.178870897889;0.8952;0.507985066891

199;0.983799999924;0.179247705874;0.8942;0.517611486959
